episode,total_steps,ep_reward,avg_P_supply,avg_hawkishness,avg_uncertainty,ent_coef,elapsed_s
377,180960,-12718.068,0.0,0.0,0.0,0.0,769.0
378,181440,-10863.4277,0.0,0.0,0.0,0.0,769.1
379,181920,-14502.0829,0.0,0.0,0.0,0.0,769.2
380,182400,-11092.9155,0.0,0.0,0.0,0.0,769.4
381,182880,-6322.5389,0.0,0.0,0.0,0.0,769.5
382,183360,-9192.7203,0.0,0.0,0.0,0.0,769.6
383,183840,-12768.9375,0.0,0.0,0.0,0.0,769.7
384,184320,-7807.3182,0.0,0.0,0.0,0.0,769.8
385,184800,-13565.413,0.0,0.0,0.0,0.0,784.1
386,185280,-12687.9376,0.0,0.0,0.0,0.0,784.2
387,185760,-5092.3493,0.0,0.0,0.0,0.0,784.4
388,186240,-8575.2659,0.0,0.0,0.0,0.0,784.5
389,186720,-8031.2847,0.0,0.0,0.0,0.0,784.6
390,187200,-3774.3453,0.0,0.0,0.0,0.0,784.7
391,187680,-3549.8074,0.0,0.0,0.0,0.0,784.8
392,188160,-7589.0575,0.0,0.0,0.0,0.0,784.9
393,188640,-7912.0875,0.0,0.0,0.0,0.0,802.0
394,189120,-4915.1048,0.0,0.0,0.0,0.0,802.1
395,189600,-16398.8556,0.0,0.0,0.0,0.0,802.2
396,190080,-8685.5955,0.0,0.0,0.0,0.0,802.3
397,190560,-6973.6905,0.0,0.0,0.0,0.0,802.4
398,191040,-4897.4137,0.0,0.0,0.0,0.0,802.6
399,191520,-11607.8733,0.0,0.0,0.0,0.0,802.7
400,192000,-6652.517,0.0,0.0,0.0,0.0,802.8
401,192480,-9638.2087,0.0,0.0,0.0,0.0,802.9
402,192960,-12290.8394,0.0,0.0,0.0,0.0,820.3
403,193440,-16709.9268,0.0,0.0,0.0,0.0,820.4
404,193920,-11747.0885,0.0,0.0,0.0,0.0,820.5
405,194400,-4919.5172,0.0,0.0,0.0,0.0,820.6
406,194880,-6600.2029,0.0,0.0,0.0,0.0,820.8
407,195360,-10343.0851,0.0,0.0,0.0,0.0,820.9
408,195840,-5444.5941,0.0,0.0,0.0,0.0,821.0
409,196320,-4248.2282,0.0,0.0,0.0,0.0,821.2
410,196800,-9486.0472,0.0,0.0,0.0,0.0,837.2
411,197280,-11270.6144,0.0,0.0,0.0,0.0,837.4
412,197760,-10865.131,0.0,0.0,0.0,0.0,837.5
413,198240,-5968.8749,0.0,0.0,0.0,0.0,837.6
414,198720,-12782.2539,0.0,0.0,0.0,0.0,837.7
415,199200,-3398.8553,0.0,0.0,0.0,0.0,837.8
416,199680,-11544.2763,0.0,0.0,0.0,0.0,838.0
417,200160,-6546.5902,0.0,0.0,0.0,0.0,838.1
418,200640,-4974.2388,0.0,0.0,0.0,0.0,838.2
419,201120,-10899.3189,0.0,0.0,0.0,0.0,853.9
420,201600,-6774.6106,0.0,0.0,0.0,0.0,854.0
421,202080,-6295.5195,0.0,0.0,0.0,0.0,854.1
422,202560,-6500.6919,0.0,0.0,0.0,0.0,854.3
423,203040,-13352.2286,0.0,0.0,0.0,0.0,854.4
424,203520,-8432.9678,0.0,0.0,0.0,0.0,854.5
425,204000,-11953.2241,0.0,0.0,0.0,0.0,854.6
426,204480,-4551.6142,0.0,0.0,0.0,0.0,854.7
427,204960,-6029.7494,0.0,0.0,0.0,0.0,870.0
428,205440,-8404.3541,0.0,0.0,0.0,0.0,870.2
